id,codificacion,descripcion
e4d88b51-901f-4fab-87c6-fd1f5e8ca7f5,1,VIVO
a97660f2-e00f-400b-b1a6-4281eca47f47,1,de 40sem a 12 meses
6ef43b27-17c5-4d21-a0b3-f2f5eae45512,2,Centro de Atención primaria
da4b9a27-c391-483c-8a3f-c48c662e3c35,1,ROP grado 1
c079a807-e59d-4690-b0e2-52437fc6eb6d,2,Salida-40semEG
57aaf977-8e63-4158-bb53-be733a3633d5,1,"SI, regresa sola"
1425daf9-4a8d-4fef-8f9f-14b41e048e4c,5,RECUPERACION
f4d6ae5e-c519-4155-a41c-da22d47363fb,2,A-
02f2a4d5-7e05-4882-b015-b2e1d1dbc30f,1,antihta
0643a262-fd46-41ba-9a4b-fb937d716dc2,2,LM+LA
2065d589-18de-4aba-a413-9de7425a1e4e,4,Vive FUERA de la Ciudad
bc11eda6-46c1-4205-bd73-e4af26aa260a,4,+Salida-40semEPC
5fbb37d9-734f-4910-8742-a282997ddf01,1,MUERTO (Parto-40sEG)
dae6e880-7b07-4e30-b798-4e0554aea528,4,Deterioro Amos oidos
021202b5-d454-4f9f-a439-f60b86fca412,2,REGULAR
c01c4e63-d718-451a-9ea0-eb5bbc1a2840,5,Retraso severo
7fe2b159-5ff9-4458-b850-ee271ea4c6ca,5,AB+
123e7e13-f19f-4416-b24b-66c174be0c81,1,EMERGENCIA1
9227ec68-5dff-48f7-8345-a24d5d8d7747,2,SOLA CON APOYO
272a53d8-3282-431f-98db-2c8f54c60a06,3,Partera Profesional
b0f5c2a1-6089-4428-ace1-c44c86c9f4cb,3,3er. Trimestre
dcf6d3b9-e1c5-4481-b12e-df84147b94d9,2,Positivo
6ad29aea-9817-41d4-b68f-3707c8d5c8a8,6,antiretroviral solo
e33fa129-31ef-4f6f-aaa7-84e4950db7f9,2,Podálica
11129173-b3eb-4de1-b72d-f0b8b6859c9b,3,Ama de Casa
07dcae3e-b1f8-496a-b9b4-cc8b25d89787,4,Fallecida
9ffe1961-45e1-41a4-be42-2318b163d1be,2,SIN empleo
aa569a4e-491c-43f5-8652-8d48e5eebfcf,0,NO control prenatal
0e74e68d-f30b-4969-850b-641772cc6c22,4,CIEGO 1 ojo
989424c5-c531-4318-904c-2d65834aeac5,0,NO APNEA REP
dcf24445-5a50-4e69-a592-f2416d08ab95,3,LM+LA
3a681ca2-a661-4b45-81cb-5b25169cfa5b,1,SI HIC
e70bbf43-1611-4c9b-b3f3-8bb7b86439e0,2,TRANSITORIO
a04a0530-6701-4976-9159-12188169c0be,3,Positivo NO tratado
c114d415-a0c6-445f-87cf-5b146d22ef7c,0,No Hecho
b44580ba-8f40-4d50-be33-4491b8699557,0,Sobrestimulado
47d57827-f09e-4c48-816c-9d1ac584d71a,2,Cesárea
fb3d267d-f9ea-4479-8efd-49221e15caf1,0,No operados
a495d983-414a-459b-9c51-da34d1a21c05,2,CONDUCIDA
1a77e76d-f8e6-4e3e-8911-56792548b3c3,4,Retraso SEVERO
c11620d2-b749-48cb-8453-763a447744b6,7,nan
fc540738-31e2-42da-943d-4d267394afcf,1,"SI, regrresa sola"
eec048b5-649f-4635-aa10-6e222641dc25,3,OTROS PBS DE TONO
2d6fff30-2b34-4040-b177-480e562de903,3,Retraso MODERADO
fff4e647-83ac-4309-b34f-8a781189cbab,3,Deterioro Oido Izquierdo
502cf5be-cda6-435b-b05f-520f6c5b1f22,7,OTROS diagnósticos
a0f822f7-018f-4721-bb27-f629467cfbf8,1,UNO
c58be5a6-7702-46cc-b9e7-e6f86e45c545,3,TRES CICLOS
6dd3f115-ee6f-4c41-9978-e4540aa5b911,0,No vinieron-EnSeguimiento
10408228-3806-4418-bcfe-fd6a9119d429,7,+ 6m a 9m
402daa9c-0f35-42ff-984d-2d7d1d685712,3,Subsidiado
e39f90b2-0eef-457e-9be1-ee639e1d0a1b,1,HIPOTONIA
ebcce57f-048e-47fa-9c38-f9b75db6593f,3,insuficiente ( 2 comidas diarias)
3559c09d-64c5-4066-8b2d-f615c72e29b8,3,segundaria completa o no
9496d73c-8853-4052-8577-dc546eaa43e3,2,LA
aa1a911b-ad76-411e-a762-25d358d88fb4,3,10 O MAS
49982376-d3e4-4101-a7ab-81f6e3e5eb0a,4,más de 3 SM percápita mensual
6ae17fb9-03a4-4853-9335-3d3948fb396f,3,B-
8518ad21-3a7e-412c-911c-6a7f48a48f79,2,FEMENINO
64c6ab8d-81d7-406a-99eb-941f9d2b2823,9,BIEN
1bac6359-cabb-4d3b-b5b9-99a09372951b,3,+ELEGIBLE Salida
a5e07ee1-6a89-4db3-a976-2f0675ee9df8,0,NINGUNA
38c57ea9-b032-4607-a2a6-a8d9fade6743,4,segundaria incompleta
c53c7fed-377c-4c27-8340-caa4f8162336,-1,deserto antes de 40 semanas
5c2d4490-18da-4a2b-8470-5e8fd3350ab1,3,40semEG-3mEC
a5c8aae1-6db2-48b2-ac0f-01bdb0efcd72,1,Ciegos
5b5b398d-4458-4399-9263-4b907b5210d9,10,?
ace07c4d-6113-49ae-a3ad-10a8078b1e87,0,Normales
1df72035-4cc8-43e5-9bea-85f44306c73a,4,NORMAL
ebb2e39b-fb4a-4c63-8085-091ec547d936,-1,NO VINO Y EN SEGUIMIENTO
40cda759-103b-48c2-ae5d-7d6c4d84a66c,1,Anormal
e1354ffa-748f-4f83-81f7-55db9d96178c,6,Cambio de residencia
ddb18bcd-5e30-4909-a572-901cef3a5837,6,Ciego 1 o 2 Ojos
93076bf5-271a-41e3-9611-a2fcb21edc7c,0,NO VACUNA
11a2168c-6ebe-4764-8df4-70b8bb20b15c,1,VAC SIN MMR
7ba8ac69-f63c-42d5-b734-0c224a2a2f13,15,Astigmatismo Miópico
e7bf6992-b74e-4eea-9919-f32a5db6de7e,1,SegPMC gasta 40 semEG
e2f2c3fd-cb30-48fb-9038-4b394b1e1036,4,Consejo médico tratante
40bdd24c-6b6d-403b-a428-9163af612932,1,1 A 4
bc29b3f9-c204-4a68-ab69-340ed1ffa3eb,3,INFECCION MOSOCOMIAL
26674e3c-afbc-450f-88a4-bcb7d0b097cd,7,Otros Diagnósticos
144930ce-4fb6-45bc-933b-d9455ad1b5fd,4,Hipermetropía
ad8552f4-a088-4418-92c7-169d1dc503f0,6,más de 2000 gr
267fee23-f78d-4895-816d-40938a486171,1,Ventilación sola
314a1e81-e99e-4f47-b34c-a611f908d832,2,NO
e7235de7-ffd5-4123-b4b1-28509fb6fa65,2,No ROP
263bae86-56b5-4a2c-a103-6c30a6cdf93d,1,Vaginal
fff32789-3c56-4ef6-bcf8-69accef9de0b,1,No llegó al PMC
0541f6d4-78e9-4500-86c0-b3903ed1316c,10,MUY BIEN
5558d430-070b-4cbd-82f6-2181c59f567f,1,BUENA
adc08d2e-a524-4ed9-9349-b75a81dd062e,6,ALTA
a09df4ae-17d6-4a1e-a10a-13290f3b473e,2,Retraso LEVE
dd5afb74-6ece-4c19-9734-937bcaa4b659,3,INDUCIDA
2f5b2830-10b8-481f-b63d-2c0c57238a18,2,SegPMC hasta 12mEC
a3dc1e04-b79e-4745-8508-e210b4411fb1,4,3mEC-6mEC
c982d101-0b14-43fa-b34a-95e8068af983,2,1001 a 1200 gr
3e1091bc-a558-4332-a29a-65702f4971fd,5,tecnica completa o no
652b91e4-eeba-47d8-921d-beb9a6c60d23,5,+40sem EPC - 3meses
2d7d06e8-ac62-44ba-8c1a-9e42ad087db8,3,MULTIFACTORIAL
dfd68580-a906-42f3-a2e2-83be2746e883,5,NO HUBO
819f61f0-a790-4876-948e-01a13861b4a3,1,SI
9271c9e1-d1de-4f44-9168-f554dd49ffa5,4,Severamente insuficiente ( una comida diaria)
44be5743-2a4d-4a66-a62e-bc4931de6c12,2,"SI, grado en ojo derecho"
01fe501d-0379-4d22-862c-6da430d1d8c2,3,CPAP  sola
465d6796-080f-4fc3-b52e-d1f2862b03b0,1,ADOLESCENTE
2bfc3fd2-327e-4d2b-98a8-3dbfccfc01a4,2,Urbana
560dfecd-cf82-4c3f-9fef-018721702632,3,nan
d4a9c578-0e72-4f25-95f6-5bc7d818db87,2,NO ROP
dfe94221-123a-4de5-931d-e8fcdf208de7,1,PRIMARIA
05da38c2-9862-4cad-b46f-1704730cd4e7,0,Prepagada
992c8e14-91d0-4c93-8274-7c09034ea317,1,APNEA PRIMARIA
bb22b082-9f7b-4587-97a8-1ddbb48e920c,4,Partera Tradicional
14479555-2f5d-438f-9031-dbae5e0bdbaf,3,LAE
8c412e0b-e45b-460f-ab2b-c6e452129dc7,4,LM+Fortificador
0d6e593c-a241-45d6-90f2-b400b5ddc898,0,NO ARMÓNICO
1287fdf4-f168-4920-bc56-cf4fd54be323,1,Hasta 40 semEG
36cd811f-1c84-485e-a94e-d51357868beb,4,hierro solo
aa0b5a63-d841-4b24-8275-ea32855eb284,3,Perdio o no autorizado por su EPS/ARS
35054ac0-d5e3-4f74-ba0c-3f699c41fa5f,4,Expulsiva
c8fb3fb7-ce11-4f75-b352-b45e94669abf,0,Ninguno
0f7cd6e1-9555-493d-9e25-e5a9d2acf8be,2,LIMBO
e211d83e-bab6-4209-a4d5-45a7d133a45a,3,Astigmatismo
337ca798-0c4f-4fe0-aa3f-23ade2c021ac,2,nan
1e7568d6-282c-4ece-b260-1e7823b984cb,1,Hipertonía
bd1c92ea-698d-44d8-9bdd-5cf9a830cfdb,2,SINTOMÁTICA
26cc456a-4734-4e15-9fd2-00356a1d5d3f,0,"NADA (por ahora, o no reportado)"
da454de2-25ea-468e-b80d-c0da2851d038,3,Más de 2 horas EN la ciudad
d57ca84c-bd0a-42cd-9c60-6592d412dd1f,1,HASTA 30 SemEG
a5eb1188-4bac-4252-bce7-d6e28939dee8,2,DOS
1f64082e-9b89-45f1-b23f-1d0d7ca85b78,1,Buena ( 3 comidas y 2 refrigerios)
e355beff-3637-4aec-8ddf-7c165fbdb13c,3,RSM leve
aaf865ff-7492-49ff-ace1-baa5f4123b79,3,"SI, con CIRUGIA"
1d2ee413-0ad1-45da-8830-182e55efec4c,2,PTPEG (Pequeño)
268f8710-59be-4bf5-8237-0530cd99f483,2,Deterioro Oido Derecho
