id,nombre_bd,nombre_analisis,descripcion_corta,descripcion_larga,unidades,tipo_dato,nivel_medicion,basica,longitudinal,derivada,impacto,id_prefijo
aa540273-79ac-43f0-acc4-5af4f1835db2,CSP_DistanciaVivienda,CSP_DistanciaVivienda,vive lejos?,vive lejos?,,CATEGORIC,ORDINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
1503de84-c734-4f26-94f5-3113aee198cf,CSP_EscolaridadMadre,CSP_EscolaridadMadre,Educacion de la madre,Educacion de la madre,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
1b92420f-3e78-479b-99fc-fb4e45b3b1dc,CSP_EscolaridadPadre,CSP_EscolaridadPadre,Educacion del padre,Educacion del padre,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
f0221557-10b6-4715-808e-fefaa9fb245a,CSP_IngresoMensual,CSP_IngresoMensual,Ingreso mensual en el hogar,Ingreso mensual en el hogar. En pesos BASE(?),COP,FLOAT,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
16cc567c-c109-42b5-8213-a854acfad95d,CSP_Menores5vivenMadre,CSP_Menores5vivenMadre,Numero de ninos de menos de 5 anos en el hogar (sin este),Numero de ninos de menos de 5 anos en el hogar (sin este),ninos,INTEGER,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
45706c69-cbdb-44f7-9a28-abcb0c5b1104,CSP_MesTabajoEmba,CSP_MesesTrabajoEmbarazo,Hasta que mes trabajo en el embarazo,Hasta que mes trabajo en el embarazo,meses,INTEGER,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
932ce76f-1e33-4679-a429-643b3e2c4008,ninosmenosde5anos,CSP_Ninosmenosde5Anos,Hay ninos de menos de 5 anos en la casa,Hay ninos de menos de 5 anos en la casa,NO/SI,BOOLEAN,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
74207f22-6a9b-41a1-ab6d-b2676e839887,CSP_numPersVivenIngMen,CSP_numPersVivenIngMen,Numero de personas que viven en el hogar con este ingreso,Numero de personas que viven en el hogar con este ingreso,personas,INTEGER,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
6081e1bc-0e83-417b-bf5d-0e9051daeaed,CSP_NutricionFam,CSP_NutricionFam,Nutricion familiar,"Nutricion familiar (ORDINAL, REGRESIVA)",,CATEGORIC,ORDINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
2ecc1888-b0ec-4df3-a238-6b3ec3ec3fe7,percapindic,CSP_Percapindic,indicador percapita mensual,indicador percapita mensual,,CATEGORIC,ORDINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
0bda0daf-470f-42ed-8952-eeb227fb4969,percapita,CSP_Percapita,percapita mensual,Ingreso percapita mensual (EN PESOS base(?),COP,FLOAT,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
e9481d05-5258-4a62-89d2-3ba76073a7ef,CSP_SituacionLaboralMadre,CSP_SituacionLaboralMadre,Situacion laboral madre,Situacion laboral madre,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
803942d3-3af7-477c-99a4-eed7a641c104,CSP_SituacionLaboralPadre,CSP_SituacionLaboralPadre,Situacion laboral padre,Situacion laboral padre,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
9eada1e7-b73e-4be6-bed9-3b3ee06033ee,CSP_SituaPareja,CSP_SituaPareja,Situación apoyo pareja,Situación apoyo pareja,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
9d412721-8ea6-46dc-993c-ca554953c9ec,SSalud,CSP_Ssalud,Sistema de Salud,Sistema de Salud (afiliado a),,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
1acd2e34-7e31-4d13-baca-f13e4e4a62ab,CSP_TipoVivienda,CSP_TipoVivienda,Tipo de vivienda,Tipo de vivienda,,CATEGORIC,NOMINAL,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
8d220e5a-7d12-4e9c-9c61-84f0d025997a,CP_ARO,CP_ARO,Numero de controles hechos por ARO,# controles hechos en ARO(?),controles,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
3f817d31-8dd1-4075-8f55-cade971b4a05,AROCAT02,CP_AROCAT02,% consultas por ARO,% consultas por ARO,,CATEGORIC,ORDINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
4f71864a-b075-487e-9f00-6fa7df617e26,controlcat,CP_Controlcat,controles prenatales categorizados,controles prenatales categorizados,,CATEGORIC,ORDINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
4a9810cc-38c7-4e63-95b8-35d2161ad7ba,corticodosis,CP_Corticodosis,numero de dosis de corticoides en preparto,numero de dosis de corticoides en preparto,,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
91afeb13-2134-4767-887e-a647b05d5796,corticoprenatalmenos34,CP_Corticoprenatalmenos34,menos de 34 semanas y ciclos de corticoides prenatales,menos de 34 semanas y ciclos de corticoides prenatales,,CATEGORIC,ORDINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
a32d1884-229f-4dfc-ab16-53283257c99d,corticoprenatalsimple,CP_Corticoprenatalsimple,ciclos corticoides prenatales,ciclos corticoides prenatales,,CATEGORIC,ORDINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ea775f1c-e36c-4d88-b269-4fb17a82fd19,CP_DIU,CP_DIU,Numero de embarazos bajo planificacion con DIU,Numero de embarazos bajo planificacion con DIU,,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
d79e9246-4c2a-4f6f-bc89-1d7bd93c9758,ecocat,CP_Ecocat,NUMERO DE ECOGRAFIAS (CAT),,NINGUNA/1 A 3 ECOS,FLOAT,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
978345c8-32f8-4b3b-bf12-2f4097971cf2,CP_EcoPrimerTrimestre,CP_EcoPrimerTrimestre,Tuvo ecografia en el primer trimestre,Tuvo ecografia en el primer trimestre,,CATEGORIC,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
54639058-05bd-43ab-88e7-d84604d4dd17,CP_Ectopico,CP_Ectopico,Numero de embarazo ectopico,Numero de embarazo ectopico,embarazos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
8e11e9ef-7495-4efc-ba4d-1a3f8b66ef20,CP_edadmaterna,CP_edadmaterna,Edad materna (años),Edad materna (años),años,FLOAT,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
44182e03-fc14-41dd-b554-876454068c61,embarazoplanifDIU,CP_EmbarazoplanifDIU,tuvo embarazos bajo DIU,tuvo embarazos bajo DIU,NO/SI,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ed7e881e-1b88-4d29-9e70-2d6d1289a194,embarazoplanifhormonal,CP_EmbarazoplanifHORMONAL,tuvo embarazos bajo hormonas,tuvo embarazos bajo hormonas,NO/SI,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
b34f635d-92c1-4fd4-8987-a5b1f0feef13,embbajoplanificacion,CP_EmbbajoPLANIFICACION,embarazo bajo planificacion,embarazo bajo planificacion,NO/SI,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ded743a6-f13c-4815-a1e6-7a619a3e2e8a,CP_EnfermeraJefe,CP_EnfermeraJefe,Numero de controles hechos por enfermera,Numero de controles hechos por enfermera,controles,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
7c5156a1-45f7-4a31-9084-66026e24e8c3,ERN_FUM,CP_FECHAultimaMenst,fecha de ultima menstruacion,fecha de ultima menstruacion,,DATE,DD-MM-YYYY,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
2ee8b24e-45f2-4224-9fe5-e681117ae4fa,CP_HospitalizacionEmbarazoAccidentes,CP_HospitalizacionEmbarazoAccidentes,Hosp embarazo por Accidentes,Hosp embarazo por Accidentes,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
6a2919b9-ea0d-43b5-8795-a08e323827bf,CP_HospitalizacionEmbarazoAnemia,CP_HospitalizacionEmbarazoAnemia,Hosp embarazo por Anemia,Hosp embarazo por Anemia,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
7881e7c9-82bb-41a8-9942-4c4b48a1c465,CP_HospitalizacionEmbarazoAPP,CP_HospitalizacionEmbarazoAPP,Hosp embarazo por Amenaza de parto prematuro,Hosp embarazo por Amenaza de parto prematuro,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
4326f4f1-c360-489d-86b2-0cc3f616a6da,CP_HospitalizacionEmbarazoEclampsia,CP_HospitalizacionEmbarazoEclampsia,Hosp embarazo por Eclampsia,Hosp embarazo por Eclampsia,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
3d7e1143-c552-4f0d-beaa-b28833904392,CP_HospitalizacionEmbarazoEnfermedadRespiratoria,CP_HospitalizacionEmbarazoEnfermedadRespiratoria,Hosp embarazo por Enfermedad Respiratoria,Hosp embarazo por Enfermedad Respiratoria,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ea7caf97-5f1e-4de5-aac3-4122a7d6a5c1,CP_HospitalizacionEmbarazoInfeccionGinecologica,CP_HospitalizacionEmbarazoInfeccionGinecologica,Hosp embarazo por Infeccion ginecologico,Hosp embarazo por Infeccion ginecologico,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
b072da39-a847-47b1-8a7a-35fa7a2ac73b,CP_HospitalizacionEmbarazoInfeccionUrinaria,CP_HospitalizacionEmbarazoInfeccionUrinaria,Hosp embarazo por Infeccion Urinaria,Hosp embarazo por Infeccion Urinaria,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
6a75e38b-64e1-47d1-b5b6-f19f6be6571c,CP_HospitalizacionEmbarazoPreeclampsia,CP_HospitalizacionEmbarazoPreeclampsia,Hosp embarazo por Preeclamsia,Hosp embarazo por Preeclamsia,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
b9ba5e39-abf6-48ea-9e41-1fdba72ec98f,CP_HospitalizacionEmbarazoSangrado,CP_HospitalizacionEmbarazoSangrado,Hosp embarazo por Sangrado,Hosp embarazo por Sangrado,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
6dccb8e5-ae7c-4273-af81-b1fa151db93c,CP_HospitalizacionesPreParto,CP_HospitalizacionesPreParto,Fue hospitalizado en preparto,Fue hospitalizado en preparto (# veces),hospitalizaciones,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
1073cac2-16b6-4913-9806-06dd9f790224,CP_MadreAlcohol,CP_MadreAlcohol,Consumio alcohol en el embarazo,Consumio alcohol en el embarazo,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
fa77f5ec-926c-4aeb-8fed-6b0a5ac3442a,CP_MadreDrogas,CP_MadreDrogas,Consumio Drogas en el embarazo,Consumio Drogas en el embarazo,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
2cb14e1b-20e6-4e08-bb25-bdf003690a85,CP_MadreFumo,CP_MadreFumo,Fumo durante el embarazo,Fumo durante el embarazo,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
bbfbe6b8-f0c9-4137-b596-16f22329079b,CP_Medicamentos,CP_Medicamentos,medicamento durante el embarazo,medicamento durante el embarazo,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
4c49cf11-4374-467b-8097-83e199b54029,CP_MesInicCP,CP_MesInicCP,Mes de inicio del control prenatal,Mes de inicio del control prenatal,mes,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
79e797ad-6b5d-42da-9bc1-662c4e5964d0,CP_Mortinato,CP_Mortinato,Numero de mortinatos,Numero de mortinatos,mortinatos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
dab0c129-5bf9-4f98-9dcc-98aeadb4486c,CP_NacidoVivo,CP_NacidoVivo,Numero de nacidos vivos,Numero de nacidos vivos,nacidos vivos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
c966116e-b2e1-41b2-881a-601e50482965,CP_NumEcografias,CP_NumEcografias,Numero de ecografia obstetrical,Numero de ecografia obstetrical,ecografias,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
71bf6e3c-d77c-42bd-928a-a54d8949656a,CP_Hormonales,CP_NumEmbHormonales,Numero de embarazo bajo planificacion con hormonas,Numero de embarazo bajo planificacion con hormonas,embarazos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
490bffb0-e1bb-4cf1-b30c-16586300ff40,CP_Gestacion,CP_NumGestaciones,Numero de embarazos (con este),Numero de embarazos (con este),embarazos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
034f7473-d814-4f39-b819-cfb27eabf89b,CP_EstuvoHosp,CP_NumHospEmbarazo,Numero de hosp en embarazo,Numero de hosp en embarazo (var: EstuvoHosp),hospitalizaciones,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
a78a56d9-ee0c-4d56-b80b-590f71e1b7a0,pdpcat,CP_ParcOrinacat,parciales de orina categorizados,parciales de orina categorizados,,CATEGORIC,ORDINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ca017e32-82f0-44a4-b89b-9ca940b388fe,CP_Paridad,CP_Paridad,Numero de partos (incluyendo las cesareas y el parto de cada gemelo),Numero de partos (incluyendo las cesareas y el parto de cada gemelo),partos,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
7dfafe5f-06af-4ec6-9bbf-22ae39492273,CP_PartoCesarea,CP_PartoCesarea,Numero de cesareas,Numero de cesareas,cesareas,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
da62c865-af49-49e1-8dd5-e8c64b5de001,CP_MedGeneral,CP_porMedGeneral,Numero de controles hechos por medico general,Numero de controles hechos por medico general,consultas ,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
9ae5931e-6cc4-4608-b387-e6df3d8a1b43,RELACIONAROSOBRETOTALCONSULTAS,CP_ROsobreTOTALconsPreNat,relacion aRO/total consultas prenatales,Relación: ARO/TotalConsultas,,FLOAT,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ed49c944-68ae-41c9-af31-2719a13b3060,CP_SA_Anemia,CP_SA_Anemia,situacion de alarma por anemia,situacion de alarma por anemia,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
cdc72b0a-133f-4697-91d9-1b3b75e57cef,CP_SA_APP,CP_SA_APP,situacion de alarma por APP,situacion de alarma por APP,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
83c8fa1f-8531-49dc-8973-2d999e883bb9,CP_SA_EnfRespiratoria,CP_SA_EnfRespiratoria,situacion de alarma por enfermedad respiratoria,situacion de alarma por enfermedad respiratoria,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
5e4d14b6-b51f-4696-8060-6afa360401dc,CP_SA_InfGineco,CP_SA_InfGineco,situacion de alarma por Infeccion ginecologica,situacion de alarma por Infeccion ginecologica,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
ee99dce3-e485-43bf-9aec-89f226142649,CP_SA_InfUrinaria,CP_SA_InfUrinaria,situacion de alarma por Infeccion orinaria,situacion de alarma por Infeccion orinaria,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
f5d205bf-ac6a-485a-a5cf-06d6dd305547,CP_SA_Preclampsia,CP_SA_Preclampsia,situacion de alarma por Preeclampsia,situacion de alarma por Preeclampsia,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
c28f7e21-337c-4cb1-b3e2-ce23fc9ef756,CP_SA_RPM,CP_SA_RPM,tuvo una RPM,tuvo una RPM,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
7528ffc1-810c-4394-aaf1-3b5fad175320,CP_SA_Sangrado,CP_SA_Sangrado,situacion de alarma por sangrado,situacion de alarma por sangrado,,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
1d73d0c4-57c9-4ea8-b24f-43826548125e,Sufrimientofetalcronico,CP_Sufrimientofetalcronico,Sufrimiento fetal cronico en el embarazo,Sufrimiento fetal cronico en el embarazo,NO/SI,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
23a4659f-a235-4ea9-baf7-c69fd050adbc,CP_TotalCPN,CP_TotalCPN,Numero de controles prenatales,Numero de controles prenatales,controles,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
b610bb38-704c-4117-a7cc-39d31bbea38b,toxemia,CP_Toxemia,toxemia en el embarazo,toxemia en el embarazo,NO/SI,BOOLEAN,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
cfa988ef-f130-4913-ad5e-c52dd0bf0917,CP_TP_HepatitisB,CP_TP_HepatitisB,Hepatits B tamizado CP,Hepatits B tamizado CP,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
a4c6d9db-fca9-4002-9e73-5a880213e53b,CP_TP_HIV,CP_TP_HIV,HIV tamizado,HIV tamizado,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
00ab9aea-75a2-47e2-97da-dd0f5676cd46,CP_TP_Orina,CP_TP_Orina,Parcial de orina tamizado CP,Parcial de orina tamizado CP,,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
21945368-2f91-465a-8271-4efcba6037a2,CP_TP_Rubeola,CP_TP_Rubeola,Rubeola tamizado CP,Rubeola tamizado CP,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
28f27cd2-d2a5-476b-8f3e-c5cab718867e,CP_TP_Sifilis,CP_TP_Sifilis,Sifilis tamizado CP,Sifilis tamizado CP,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
8ea28a39-2214-4090-a9d9-86960b6ef044,CP_TP_Toxoplasmosis,CP_TP_Toxoplasmosis,Toxoplasmosis tamizado CP,Toxoplasmosis tamizado CP,,CATEGORIC,NOMINAL,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
c5911e0f-a7c3-41aa-a0a9-89e2fb5f00b9,trimestre,CP_TrimestreInicControl,trimestre de inicio del control prenatal,trimestre de inicio del control prenatal,Trimestres,INTEGER,,True,True,False,False,17ff02fe-f716-414d-99f5-a86226eb1cbc
e437d9b0-df43-4e20-8703-e6e06acd91e8,CSP_EmbarazoDeseado,CSP_EmbarazoDeseado,embarazo deseado y planificado,embarazo deseado y planificado,,BOOLEAN,,True,True,False,False,95c58474-8db5-47ec-bc29-2025ea669aa7
04edb54b-3474-4a7d-8cfe-cf73f7aea66d,anemiamadre,NUT_Anemiamadre,Anemia de la madre,Anemia de la madre,,BOOLEAN,,True,True,False,False,51d43e05-6698-4c46-9c79-6dcb7cffc7bb
7159a0e2-4923-499a-bd83-04fc89b6d09c,AC_AdapSeno,AC_AdapSeno,Adaptacion al seno,Adaptacion al seno (Buena/Regular/Mala),,CATEGORIC,ORDINAL,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
c0f9c56e-9979-48eb-b16a-515e03326f13,AC_AdmGoteo,AC_AdmGoteo,Tecnica administracion por goteo,Tecnica administracion por goteo(Buena/Regular/Mala),,CATEGORIC,ORDINAL,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
830fbb8e-b1e8-49d0-b0af-2de6f697af63,AC_ApoyoLactancia,AC_ApoyoLactancia,Apoyo lactancia materna,Tuvo apoyo para lactancia materna,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
72a46ed0-7e53-4cdd-8551-e0309186636c,AC_CansaNinoChupando,AC_CansaNinoChupando,El nino se cansa chupando,El nino se cansa chupando,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
3edbd511-61c6-4585-b3bb-c917a2ee3f0a,AC_MadreAmamanta,AC_MadreQuiereAmamantar,Madre desea amamantar,Madre desea amamantar (N/S),NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
bf7c35db-d4c3-40f3-9959-e2d4621d2815,RCIUPCentrada,AC_RCIUenPCentrada,PC entrada inferior al percentil 10 de la curva de Fenton segun el genero,PC entrada inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
4e6fb999-1ff6-4b2f-b193-f75a8760b406,RCIUpesoFentonentrada,AC_RCIUenPesoFentonentrada,Peso entrada inferior al percentil 10 de la curva de Fenton segun el genero,Peso entrada inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
79b98c63-64ec-4a88-943d-1581dac56025,RCIUtallaentrada,AC_RCIUenTallaentrada,Talla entrada inferior al percentil 10 de la curva de Fenton segun el genero,Talla entrada inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
09be7c20-fbe3-4474-a0b0-f7c3e5dd81bb,ERN_PC,CR_PCERN,Perímetro Cefálico al nacer,Perímetro Cefálico al nacer,CMS,FLOAT,,True,True,False,False,ba3103c1-a353-433d-a02e-1e18fe8ed541
244bdf18-489f-40e9-9aa6-429650c4cc32,ERN_Peso,CR_PesoERN,Peso al nacer,,GRAMOS,FLOAT,,True,True,False,False,ba3103c1-a353-433d-a02e-1e18fe8ed541
022e088c-b942-4b06-bb94-3f57641fa0dd,ERN_Talla,CR_TallaERN,Talla al nacer,Talla al nacer,CMS,FLOAT,,True,True,False,False,ba3103c1-a353-433d-a02e-1e18fe8ed541
29fa132c-1697-481a-929e-15120a8f0ea9,ERN_AdaptNeonatal,ERN_AdaptNeonatal,adaptacion neonatal inmediata,adaptacion neonatal inmediata,,CATEGORIC,NOMINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
51b9f47e-a26e-4db4-92d4-4504acea0439,anoxia5mn,ERN_anoxia5mn,Hubo cualquier grado de anoxia en los primeros 5 mn de vida,Hubo cualquier grado de anoxia en los primeros 5 mn de vida,,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
51c07709-b1ff-4adb-9a65-b179dedc8479,ERN_A_10min,ERN_APGAR_10min,APGAR a 10 min,APGAR a 10 min,0=EMERGENCIA; 10=MUY BIEN,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
e2e5cfd4-6862-4c9b-abf6-3ce53ec17d3c,ERN_A_1min,ERN_APGAR_1min,APGAR a 1 min,APGAR a 10 min,0=EMERGENCIA; 10=MUY BIEN,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
4755ec9a-c8e9-4a79-814d-5b824933d10c,ERN_A_5min,ERN_APGAR_5min,APGAR a 5 min,APGAR a 10 min,0=EMERGENCIA; 10=MUY BIEN,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
